"value","age","MP","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PasTotCmp.","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
35,25,15,9.3,1,0.86,0.32,37.5,0.13,0.33,24.4,0,0,86.4,254.4,27,88.1,23.7,91.4,2.69,3.66,73.5,0.11,1.08,5.16,0.97,0.11,6.02,2.26,1.94,0.11,0.11,0.43,0.22,0,0,0,0.43,0.75,3.33,2.9,0,0,0.11,0.22,0.11,0.22,0.22,0,0,0,0,0,3.66,1.83,1.29,2.15,0.22,2.04,3.12,65.5,1.08,1.29,0.11,1.83,1.4,0,75.7,3.23,19.5,44.7,12.4,0.75,0.43,0,0,0.43,100,37.3,137.2,0.54,0.86,0.11,1.08,1.61,49.8,1.94,0.11,0,0,1.18,1.4,0.11,0,0,0,9.25,0.75,0.54,58.3,0.10752688172043
16,21,11,3.7,2,2.97,1.08,36.4,0.18,0.5,11.5,0,0,82.2,71.4,18.4,86.1,9.46,82.9,1.35,1.62,83.3,0,0.27,1.62,0.54,0,2.97,0.54,0,0,0,0.54,0.27,0,0,0,0.27,0.81,2.43,1.35,0,0,0.54,0.54,0,0.54,0.27,0,0,0.27,0,0,2.16,2.16,0.81,0.81,0.54,0.81,1.62,50,0.81,1.62,0,1.35,0,0,49.5,0.54,8.38,18.6,23.2,7.03,1.35,0.54,40,0.54,40,31.1,139.7,1.89,2.16,0.54,2.7,4.05,36.8,6.49,0,0,0,1.35,1.62,0,0,0,0,4.86,1.08,2.43,30.8,0.54054054054054
25,23,16,9.6,2,1.98,0.73,36.8,0.11,0.29,15.2,0,0,72.3,104,10.5,78.3,11.1,80.4,1.56,3.13,50,0.31,0.94,2.81,0.52,0.1,3.33,0.42,0.1,0.52,0.31,0.42,0.21,0,0,0,0,0.73,2.4,1.56,0,0,0.31,0.31,0.21,0.42,0.31,0,0,0,0.1,0,1.77,1.04,0.42,0.94,0.42,0.52,1.25,41.7,0.73,0.94,0.42,1.04,1.67,0,43,1.88,6.88,24.9,11.7,2.5,1.67,0.73,43.8,0.42,25,23.8,88.4,0.63,1.04,0.1,2.19,0.63,27.7,2.92,0.21,0,0,1.77,2.19,0.1,0.1,0,0,5,2.4,1.88,56.1,0.208333333333333
2.5,23,2,0.2,0,0,0,0,0,0,0,0,0,85.7,120,10,100,10,100,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,5,5,0,0,0,0,0,15,0,0,15,0,5,5,100,0,0,0,0,0,0,55,0,0,30,25,10,0,0,0,0,0,20,130,5,0,5,5,0,20,5,0,0,0,5,0,0,0,0,0,5,0,5,0,0
12,26,9,5.9,0,1.53,0.34,22.2,0,0,19.1,0,0,76.5,150.2,14.4,86.7,13.4,73.4,1.86,3.22,57.9,0,1.19,3.22,1.02,0.17,4.58,0.68,0.34,0.51,0.17,0.68,0.34,0,0,0,0,1.19,2.37,2.37,0,0,0,0,0,0.17,0.17,0,0,0,0,0,0.85,0.17,0.51,0.17,0.17,0.34,1.19,28.6,0.85,1.69,0.34,0.85,0.51,0,47.1,1.36,6.78,25.6,15.3,2.54,2.03,0.51,25,1.02,50,30.3,104.9,1.19,1.19,0.17,1.86,1.36,34.9,3.22,0,0,0,0.68,1.19,0,0,0,0,4.58,0.17,0.68,20,0
85,20,5,3.1,0,0.65,0.32,50,0,0,22.3,0,0,79.2,197.7,17.4,84.4,14.2,86.4,5.81,8.71,66.7,0.65,2.26,4.52,2.26,0.65,7.1,4.19,1.29,1.61,1.29,1.94,0,1.29,0,0,0,0.97,3.87,2.9,0.32,0.32,0,0.32,0,0.97,0.97,0,0,0,0,0,2.26,1.94,0.97,1.29,0,1.61,1.94,83.3,0.32,1.94,0,0.32,0.97,0,62.6,0.97,8.06,35.2,20.3,1.61,6.77,3.87,57.1,2.9,42.9,39.7,190.6,1.94,1.94,0,4.52,1.61,45.2,7.74,0.32,0,0,1.29,2.9,0.32,0,0,0,5.16,0.65,1.61,28.6,0
2.5,26,15,8.5,1,1.06,0.24,22.2,0.11,0.5,19,0,0,54.2,110.5,7.41,73.3,10.1,54.7,2.59,6.24,41.5,0.12,1.53,2.35,1.29,0.24,2.71,4,0.35,0,0.12,2.94,2.12,1.53,0.47,0,0.24,1.65,2.24,1.88,0.35,0,0,0,0,0.12,0.12,0,0,0,0,0,1.29,0.94,0.71,0.35,0.24,0.35,0.71,50,0.35,1.06,0.59,0.35,1.29,0,39.8,2.35,6.94,16.6,16.2,2.35,0.94,0.12,12.5,0.82,87.5,19.4,74.5,0.24,0.82,0.12,1.65,1.65,22.9,5.06,0.12,0,0,1.65,0.59,0.24,0,0,0,2.82,2.24,2.71,45.2,0.117647058823529
20,20,14,5.6,5,2.68,1.07,40,0.27,0.67,16.1,0.18,0.18,77.3,116.6,18.2,85,12.3,73.9,1.43,2.5,57.1,0,1.43,1.43,1.96,0.36,3.57,3.57,1.43,0,0,2.32,1.43,0.71,0.18,0,0.18,1.07,2.86,2.32,0,0,0.36,0.18,0,0.36,0.18,0,0,0,0.18,0,1.79,0.71,0.36,0.71,0.71,0.71,1.43,50,0.71,1.07,0.36,0.54,0.71,0,54.1,0.89,5.71,22.3,26.6,5.36,3.04,1.07,35.3,1.61,52.9,36.4,205.9,3.21,2.68,1.07,1.79,2.68,41.4,7.86,0.18,0,0,0.71,2.32,0.18,0,0,0,3.21,0.89,1.96,31.3,0.892857142857143
20,31,21,19.8,3,1.21,0.25,20.8,0.13,0.6,19,0.15,0,84.7,181.5,21.5,89.1,19.2,87.4,3.43,4.34,79.1,0.25,1.82,4.75,1.21,0.1,6.46,2.02,1.41,0.2,0.1,1.21,0.61,0,0,0,0.1,0.66,3.69,3.38,0.05,0.1,0.1,0.05,0,0.45,0.45,0,0,0,0,0,0.86,0.61,0.35,0.4,0.1,0.45,0.76,60,0.3,1.01,0.4,0.45,1.67,0.05,59.1,2.98,9.9,27.8,21.6,3.59,0.61,0.3,50,0.25,41.7,33.9,126.9,1.16,1.26,0.25,0.96,0.91,43.1,5.51,0.15,0,0,0.81,1.16,0.1,0,0,0,4.65,1.06,0.86,55.3,0.151515151515152
7,28,13,11.9,1,1.85,0.42,22.7,0.05,0.2,15.7,0,0,78.7,80.8,12.4,86,9.75,85.3,1.51,2.77,54.5,0.08,0.67,1.6,0.25,0.08,2.27,1.01,0.5,0,0,0.34,0.25,0,0,0,0.34,0.76,1.51,0.92,0.08,0,0.17,0.17,0.17,0.08,0.08,0,0,0,0,0,1.93,1.51,1.01,0.76,0.17,0.59,1.43,41.2,0.84,1.34,0.25,0.42,1.43,0,40.8,1.93,9.75,20.3,11,2.69,0.59,0.17,28.6,0.34,57.1,20.4,102.2,1.18,0.76,0.25,1.51,0.84,24.4,2.77,0.25,0,0,1.76,1.85,0.08,0,0,0,5.21,1.01,1.01,50,0.0840336134453781
4,20,13,6.3,0,2.06,0.63,30.8,0,0,19.5,0,0,83.1,150.3,20.5,88.4,14,81.8,2.54,2.86,88.9,0.16,1.11,3.97,0.79,0.16,5.56,0.79,0.32,0.32,0.32,0.16,0.32,0,0,0,0.32,0.32,3.02,2.38,0.16,0.16,0.16,0.16,0,0.16,0.16,0,0,0,0,0,2.86,1.59,1.11,1.27,0.48,1.43,1.9,75,0.48,0.79,0,0.48,1.11,0,55.9,1.59,10.6,27.6,18.3,1.9,3.17,1.27,40,1.11,35,35.7,187.1,1.75,1.11,0.32,2.54,1.11,39.8,2.38,0.63,0.16,0.16,3.02,3.49,0,0,0,0,6.83,1.75,0.95,64.7,0
110,20,19,15.1,10,2.65,1.19,45,0.25,0.56,14.7,0,0,82.4,99,20.3,87.2,12.1,88,1.06,1.85,57.1,0.46,2.12,2.38,1.26,0,4.37,0.66,0,0.07,0.13,0.33,0.26,0,0,0,0.2,0.93,4.7,3.71,0,0.6,0.33,0.07,0,0.99,0.73,0,0.2,0.07,0,0,1.52,0.99,0.46,0.73,0.33,0.46,0.93,50,0.46,1.06,0.07,0.79,0.2,0,55,0.79,5.89,26.4,23.6,6.16,4.7,2.25,47.9,2.12,45.1,40.3,218.1,2.85,2.25,1.32,3.18,3.18,43,8.48,0.07,0,0,0.73,1.52,0.07,0,0,0,5.56,0.6,0.53,52.9,0.662251655629139
5,27,19,9.4,1,0.64,0.32,50,0.17,0.33,13.3,0,0,65.2,96.9,11.8,79.9,9.26,65.5,0.64,2.02,31.6,0.11,0.85,1.91,1.17,0.32,2.98,0.43,0.21,0.11,0.11,0.74,0,0,0,0,0.43,1.49,1.6,1.38,0,0,0,0.11,0.11,0.32,0.32,0,0,0,0,0,2.13,0.96,0.96,1.17,0,0.21,1.7,12.5,1.49,1.7,0.64,1.38,1.7,0,41,1.7,9.89,21.8,9.57,1.81,0.74,0.32,42.9,0.32,42.9,19.6,88,1.28,0.64,0.32,1.6,0.32,23.2,2.66,0.11,0,0,1.06,0.96,0,0,0,0,4.36,1.81,1.38,56.7,0.106382978723404
75,28,19,17.8,3,1.18,0.51,42.9,0.14,0.33,25.6,0.17,0,84.3,462.5,31.2,93.4,36,89.4,10.4,16.9,61.8,0.22,2.53,9.21,2.25,0.11,10.5,11.6,4.55,1.01,0.28,7.47,0.84,6.24,2.58,0.22,0.17,0.73,5,2.81,1.91,0.06,0.11,0.06,0.06,0.67,0.51,0.11,0,0.06,0,0,2.53,1.46,0.51,1.69,0.34,1.18,2.13,55.3,0.96,0.79,0.06,1.46,1.29,0,99.2,3.2,19.2,54,26.8,0.56,0.9,0.45,50,0.28,31.3,56.4,272.2,1.29,0.9,0.17,0.96,1.07,67.2,2.02,0.28,0.06,0.06,0.96,1.57,0,0,0,0,9.1,0.62,1.07,36.7,0.168539325842697
2,33,13,5.8,1,0.52,0.17,33.3,0.33,1,14.5,0,0,77.8,206.4,12.4,79.1,20.2,79.5,5.17,6.38,81.1,0,0.69,3.62,0.86,0,3.28,0.86,0.52,0,0.52,0.17,0.34,0,0,0,0.17,0.34,1.55,1.38,0,0,0,0.17,0,0,0,0,0,0,0,0,1.38,0.86,0,1.21,0.17,0.34,1.9,18.2,1.55,2.07,1.21,1.38,3.97,0,55.9,5.17,15.9,32.9,7.24,1.03,0.34,0.34,100,0,0,21.4,79.3,0.17,0.52,0,0.86,0.69,27.9,0.86,0.34,0,0,3.1,0.86,0.34,0,0,0,6.55,3.28,3.45,48.7,0.172413793103448
40,27,20,16.6,6,1.33,0.66,50,0.27,0.55,18.2,0.06,0,75.5,151.7,22.3,87.7,13.1,74.8,3.86,7.35,52.5,0.24,2.83,1.99,1.39,0.18,4.34,5.72,0.72,0.18,0.48,6.45,0.48,4.4,1.81,0.12,0.3,1.08,5,3.25,1.2,0.24,0.12,0.12,0.06,0.6,0.36,0.18,0.06,0,0,0,1.08,0.72,0.12,0.6,0.36,0.42,1.08,38.9,0.66,0.66,0,0.6,0.12,0.06,61.4,0.24,5.9,24.8,31.8,3.13,2.95,1.51,51,1.33,44.9,36.5,186.9,2.29,1.45,0.9,2.17,1.27,44.2,8.31,0.06,0,0,0.3,0.66,0.3,0,0,0,5.3,0.42,1.02,29.2,0.36144578313253
10,28,15,13.7,0,0.44,0,0,0,0,14.5,0,0,88.1,212.6,21.2,91.8,24.6,91.4,3.87,5.55,69.7,0,0.15,2.26,0.22,0,2.92,2.26,1.97,0.22,0.22,0,0.29,0,0,0,0,0.44,0.73,0.73,0,0,0,0,0,0.15,0.15,0,0,0,0,0,2.04,0.88,0.95,1.02,0.07,1.17,1.97,59.3,0.8,1.02,0.07,0.88,1.53,0,62.1,2.41,18.5,40.1,3.94,0.66,0.66,0.44,66.7,0.07,11.1,33.6,127.3,0.22,0.44,0,0.15,0.07,44.2,0.15,0.36,0,0,1.24,1.24,0,0,0,0,5.4,1.02,0.73,58.3,0
10,22,11,8.7,2,1.84,0.57,31.3,0.13,0.4,14.5,0,0,71.5,139.5,16.6,80.9,12.4,74.1,1.38,3.91,35.3,0.11,0.92,2.18,0.69,0.11,3.22,5.29,0.34,0.11,0,0.57,4.94,0,0,0,0.11,0.8,1.72,1.26,0.11,0.11,0.23,0,0,0.11,0.11,0,0,0,0,0,2.76,1.84,1.38,1.38,0,1.49,2.64,56.5,1.15,1.38,0.46,0.8,1.38,0,54.3,2.64,15.2,27.7,12.8,2.99,3.68,1.49,40.6,1.72,46.9,27.1,175.1,3.22,2.07,0.57,2.53,1.49,30.2,2.99,0.11,0,0,1.38,1.15,0.23,0,0,0,6.21,1.38,1.15,54.5,0.229885057471264
3.5,33,16,8.1,0,0.49,0,0,0,0,27.1,0,0,90.6,255.3,26.5,91.1,27.3,94.6,4.81,5.56,86.7,0.12,0.49,5.19,0.62,0.12,5.8,1.98,1.85,0.37,0.25,0.37,0.12,0,0,0,0.12,1.23,2.59,2.47,0,0,0.12,0,0,0.49,0.49,0,0,0,0,0,1.98,1.23,0.49,1.36,0.12,0.49,1.23,40,0.74,1.73,0.62,1.23,0.25,0,72.2,1.48,13.7,49.1,10.1,0,0.37,0.25,66.7,0.12,33.3,48.3,261,1.23,1.48,0,1.11,0.74,52.2,0.62,0.62,0,0,1.48,0.49,0,0,0,0,7.28,0.37,1.36,21.4,0
5,20,12,3.3,1,0.61,0.61,100,0.5,0.5,15.9,0,0,74.5,117.9,12.4,80.4,9.7,84.4,1.82,3.33,54.5,0.3,1.82,2.12,2.73,0.61,4.24,2.42,0.61,0,0.3,2.42,1.82,0,0,0,0.3,1.21,4.24,3.64,0,0,0,0.61,0,0.61,0.61,0,0,0,0,0,2.73,1.82,0.91,0.91,0.91,1.82,2.42,75,0.61,0.61,0,0.61,0.91,0,40.6,0.61,6.67,16.4,18.2,1.82,0.91,0.3,33.3,0.61,66.7,25.5,155.2,3.33,0.91,0.61,1.52,0.3,26.1,4.85,0.3,0,0,0.91,2.42,0.61,0,0,0,6.97,0.61,0.91,40,0.303030303030303
3,30,19,17.2,1,1.69,0.23,13.8,0.03,0.25,24.9,0.23,0,70,267.4,18.4,83.8,19.4,72.4,6.16,11.9,52,0.06,2.38,5.29,1.57,0.35,7.21,9.24,3.84,0.47,0.35,5.35,0.81,3.08,1.16,0.06,0.64,1.05,4.83,3.02,1.28,0.12,0.17,0.17,0.06,0.41,0.41,0,0,0,0,0,2.33,1.1,1.05,0.99,0.29,0.76,2.33,32.5,1.57,0.93,0.17,1.1,0.52,0,66.9,0.87,9.01,39.1,19.2,1.34,1.98,0.87,44.1,0.7,35.3,30.7,153.3,1.45,0.93,0.12,1.4,1.34,41.1,3.55,0.06,0,0,1.45,2.38,0,0,0,0,5.52,0.41,1.28,24.1,0.0581395348837209
28,26,9,7.5,0,1.07,0.27,25,0,0,22.2,0,0,77.7,142.7,15.7,87.4,11.7,83,2.13,4.13,51.6,0,1.07,3.07,0.93,0.13,5.07,2,1.2,0.4,0.13,0.67,0.8,0,0,0,0.27,1.2,2.8,2.27,0,0.13,0.13,0.13,0.13,0.27,0.27,0,0,0,0,0,3.33,1.73,1.47,1.2,0.67,1.87,3.2,58.3,1.33,1.87,0.13,0.93,0.8,0,51.5,1.6,10.4,28.9,12.9,2,2.8,1.2,42.9,1.47,52.4,28.3,155.1,2.4,1.47,0.4,2.67,1.33,30.4,3.47,0.53,0,0,2.27,0.67,0.27,0,0,0,6.67,0.13,0.93,12.5,0
14,23,18,12,0,1.33,0.58,43.8,0,0,16.2,0,0,67.3,76.3,10.3,78.8,7,67.9,0.83,2.42,34.5,0.17,0.83,1.83,0.25,0.08,2.17,0.33,0.33,0.08,0,0.33,0,0,0,0,0.25,0.92,1.83,1.25,0,0.08,0.08,0.25,0.17,0.42,0.25,0,0.08,0,0.08,0,2.33,1.5,0.67,1.25,0.42,0.92,1.5,61.1,0.58,1.42,0.5,1.75,1.33,0,37,2,9.58,18.5,9.5,2.25,0.5,0.25,50,0.17,33.3,15.6,63.2,0.83,0.58,0.17,1.67,0.58,16.3,1.83,0.25,0,0,1.83,1.25,0.17,0.08,0.08,0,6.42,1.67,1.58,51.3,0
45,28,15,11.3,3,2.48,0.62,25,0.11,0.43,17,0,0,81.9,191,22.7,89.5,16.8,83.2,2.04,3.63,56.1,0.09,1.24,3.98,1.06,0,4.96,1.06,0.88,0.09,0.09,0.35,0.09,0,0,0,0.27,0.53,2.92,1.95,0,0.09,0.8,0.09,0,0.44,0.09,0,0.09,0.27,0,0,1.86,1.15,0.97,0.71,0.18,1.06,1.95,54.5,0.88,2.04,0.27,1.5,1.95,0,64.3,3.27,16.5,32.4,16.3,2.57,1.24,0.71,57.1,0.35,28.6,32.3,151.4,2.21,1.42,0.44,1.15,0.71,39.6,3.1,0.27,0,0,1.42,0.97,0.18,0,0,0,8.76,2.74,1.42,66,0.265486725663717
2.8,29,14,9.6,2,1.35,0.63,46.2,0.15,0.33,22,0.1,0,71.1,96.5,15.8,85.9,14.3,75.9,1.35,4.06,33.3,0,0.52,2.08,0.83,0.1,2.92,1.25,0.1,0.1,0.31,2.08,1.04,0.1,0.1,0,0,1.98,2.08,0.94,0,0.21,0.1,0.63,0.21,0.1,0,0,0,0,0.1,0,2.29,1.25,0.42,1.46,0.42,0.83,1.88,44.4,1.04,0.63,0,0.83,0.42,0,53.1,0.63,7.4,29.6,16.8,2.4,2.71,0.94,34.6,1.25,46.2,33.4,179.2,2.29,1.98,0.31,2.6,0.83,36.9,5.31,0.52,0,0,2.92,2.08,0.31,0,0,0,6.56,0.21,1.04,16.7,0.208333333333333
27,25,17,8.9,1,1.8,0.34,18.8,0,0,22.9,0.45,0.11,79.5,189,19.3,83.5,20.9,87.6,4.38,7.08,61.9,0.22,2.02,4.83,2.25,0.67,7.87,3.82,1.46,0,0,4.38,0.45,1.91,0.79,0,0.45,2.58,3.82,2.25,0.56,0.11,0.34,0.45,0.11,0.34,0.11,0.22,0,0,0,0,2.02,0.79,0.9,0.79,0.34,0.34,1.24,27.3,0.9,1.12,0,1.57,0.45,0.11,67.2,1.01,7.64,31.2,29.6,2.7,2.7,1.24,45.8,1.24,45.8,52.1,351.6,2.92,3.71,0.22,2.7,1.57,47.5,6.29,0.22,0,0,2.81,1.69,0,0,0,0,7.53,0.11,0.22,33.3,0.112359550561798
7,26,18,17.7,2,1.19,0.34,28.6,0.1,0.33,18,0,0,64,116.7,8.7,71.3,10.1,73.6,1.81,3.67,49.2,0,0.45,2.94,0.23,0.06,3.39,0.4,0.4,0.06,0.17,0.68,0,0,0,0,0.06,1.13,1.3,1.02,0,0,0.17,0.06,0.06,0.06,0.06,0,0,0,0,0,2.32,1.19,1.02,1.02,0.28,0.68,1.41,48,0.73,0.79,0.06,1.47,2.32,0.06,41.9,2.49,11,23.7,8.19,1.98,1.02,0.23,22.2,0.62,61.1,17.6,100.3,0.85,0.56,0.06,1.58,0.85,20.1,1.75,0,0,0,1.13,1.19,0.06,0,0,0,5.54,2.82,2.09,57.5,0.112994350282486
40,22,18,17.3,1,0.98,0.52,52.9,0.06,0.11,26.3,0,0,84.5,196.1,20.6,89.5,18.2,88.6,2.25,3.41,66.1,0.06,0.69,4.16,0.58,0,5.55,0.81,0.81,0.06,0.23,0.17,0,0,0,0,0.46,1.1,2.43,1.73,0,0.17,0.17,0.23,0.12,0.23,0.23,0,0,0,0,0,2.37,1.27,1.27,0.98,0.12,0.69,1.21,57.1,0.52,1.39,0.35,0.92,0.58,0,60.3,1.79,13.9,37.2,10.5,0.58,3.53,1.68,47.5,1.16,32.8,39.7,198.8,1.68,1.79,0.17,2.49,1.62,43.3,1.68,0.4,0,0,1.85,2.31,0,0,0,0,7.34,0.64,0.58,52.4,0.0578034682080925
20,29,15,7,1,2.14,0.71,33.3,0.07,0.2,21.7,0,0,86.3,238.3,30,91.3,25.9,87.8,2.71,4.57,59.4,0.14,0.86,5.14,0.71,0,7.43,1.71,0.86,0.14,0.29,0.71,0.57,0.14,0.14,0,0.43,0.43,1.57,1.29,0,0,0,0,0.29,0.14,0.14,0,0,0,0,0,3.86,2,1.57,1.43,0.86,1.43,2.43,58.8,1,0.43,0,1.43,1.29,0,78.3,1.43,12.6,46.1,20.1,1.29,0.43,0.14,33.3,0.29,66.7,44.6,183.3,1,1.14,0,0.86,0.43,52.6,2.71,0.29,0,0,1,0.14,0.14,0,0,0,6.71,1.14,1.57,42.1,0.142857142857143
3.5,25,16,9.6,3,2.92,0.94,32.1,0.11,0.33,22.6,0.21,0,61.6,100.8,9.17,80.7,10.2,63.3,1.98,5,39.6,0.21,0.83,1.35,1.15,0.31,2.71,3.02,0.73,0,0.31,3.75,1.04,1.25,0.21,0,0.21,2.08,2.71,1.46,0.42,0.31,0.42,0,0.1,0.52,0.42,0,0,0.1,0,0,2.19,0.94,1.04,0.83,0.31,1.04,2.08,50,1.04,1.56,0,0.83,1.46,0,47.9,1.67,8.13,20.7,20.1,2.19,4.58,1.77,38.6,1.98,43.2,25.8,132.7,1.88,1.15,0.42,3.02,1.88,26.4,5.1,0.31,0,0,1.88,1.98,0.31,0,0,0,8.23,0.52,1.15,31.3,0.3125
9,31,19,17.8,2,0.96,0.34,35.3,0.12,0.33,18.6,0,0,75.3,156.7,21.6,85.7,15.6,79.1,1.91,4.49,42.5,0.06,1.35,2.92,1.29,0.34,4.78,2.92,0.96,0.45,0.28,2.02,0.39,0.62,0.17,0,0.51,1.63,3.26,2.75,0.28,0,0.17,0,0.06,0.67,0.56,0,0,0.11,0,0,1.35,0.73,0.39,0.62,0.34,0.45,1.52,29.6,1.07,0.9,0,0.62,0.39,0,59.7,0.67,7.58,31.6,21.2,2.25,2.3,0.79,34.1,1.35,58.5,35.3,146.4,1.85,1.69,0.28,1.91,1.4,43.3,5.96,0.06,0,0,0.79,1.63,0.11,0,0,0,5.79,0,0.34,0,0.112359550561798
18,24,19,11.2,2,1.43,0.54,37.5,0.13,0.33,15.9,0.18,0,69.4,91.3,8.39,75.8,8.48,75.8,1.7,3.3,51.4,0.36,1.34,1.61,1.07,0.18,3.84,1.61,0.36,0.09,0.18,1.7,0.27,0.63,0.63,0,0.09,0.45,2.59,1.52,0.27,0.18,0.36,0.27,0,0.54,0.36,0,0,0.09,0.09,0,1.16,0.71,0.45,0.71,0,0.54,1.25,42.9,0.71,1.43,0.27,1.07,1.43,0,36.9,1.7,7.14,16.6,13.8,2.59,1.7,0.63,36.8,0.89,52.6,18.6,85.6,0.8,0.71,0.27,1.79,0.98,19.8,3.3,0.27,0,0,1.52,1.61,0.36,0,0,0,4.91,1.43,1.7,45.7,0.178571428571429
14,29,20,19.2,4,1.04,0.36,35,0.1,0.29,32.2,0.26,0.1,74.2,288.4,9.9,86.4,22.9,84.5,8.33,15.3,54.6,0.1,1.56,3.33,0.73,0.1,4.79,10.1,6.15,0.21,1.09,5.78,0.26,3.28,2.34,0,0.52,0.26,3.33,1.61,1.51,0.05,0.1,0.05,0,0.36,0.21,0.1,0,0.05,0,0,1.82,0.89,0.63,0.89,0.31,0.73,1.61,45.2,0.89,1.25,0.47,0.73,2.08,0,60.7,3.75,14.8,34.1,12.6,0.42,0.57,0.26,45.5,0.21,36.4,29.6,134.8,0.57,0.63,0.05,0.63,0.73,32.1,0.73,0.21,0,0,1.04,2.24,0,0,0,0,7.55,0.99,1.04,48.7,0.208333333333333
10,26,19,15.5,0,0.39,0.06,16.7,0,0,18.3,0,0,77.4,113.6,13.5,84,10.1,84.1,1.42,2.26,62.9,0.13,0.9,3.23,0.71,0.06,3.61,0.19,0.19,0.13,0.06,0.52,0,0,0,0,0,1.16,1.94,1.68,0,0.06,0,0.19,0,0.32,0.26,0,0,0,0.06,0,2,0.9,0.71,0.97,0.32,0.71,1.23,57.9,0.52,1.23,0.32,1.1,0.77,0,40.1,1.1,7.35,23,10.1,1.42,0.52,0.26,50,0.19,37.5,18.6,92,1.03,0.84,0.06,0.84,0.77,22.6,1.55,0.26,0,0,1.29,0.77,0.06,0,0,0,5.23,1.68,1.35,55.3,0
9,28,6,2.7,0,3.7,0,0,0,0,20.6,0,0,76.6,183,23.7,85.3,17.8,77.1,2.22,2.96,75,0,2.59,5.56,0.74,0,5.56,1.85,0,0,0,0.74,0.37,0,0,0,0.37,1.85,4.07,3.33,0,0,0.74,0,0,0,0,0,0,0,0,0,0.74,0.74,0.37,0.37,0,0.37,1.11,33.3,0.74,0.37,0,0.37,0.37,0,65.6,1.11,8.15,37,20.4,4.07,1.11,0.74,66.7,0,0,35.2,161.1,1.48,2.22,0,4.07,1.48,44.8,7.41,0,0,0,2.96,0.74,0,0,0,0,8.89,0.74,1.85,28.6,0
4,27,15,7.1,2,1.69,0.7,41.7,0.17,0.4,24.7,0.14,0,83.8,146.2,18.3,91.5,15.1,89.7,3.8,5.77,65.9,0.14,1.27,3.8,0.85,0.14,4.65,2.68,1.27,0.28,0.28,1.27,0.14,0.7,0.14,0,0.28,1.55,3.1,2.11,0.14,0.42,0.14,0.28,0,0.56,0.28,0,0.14,0,0.14,0,1.13,0.42,0.28,0.7,0.14,0.85,1.69,50,0.85,0.99,0,0.42,1.27,0.14,53.7,1.13,8.45,31,14.8,1.13,2.96,1.27,42.9,1.41,47.6,29.2,182.7,2.39,2.25,0.56,1.27,0.42,36.9,2.96,0.42,0,0,1.27,2.25,0.28,0,0,0,6.34,0,0.99,0,0.28169014084507
2.5,33,19,18.4,0,0.6,0.16,27.3,0,0,14,0,0,84.2,172.7,15.8,89.2,19.7,87.6,2.66,3.91,68.1,0.05,0.22,2.88,0.22,0,3.59,3.32,1.68,0.05,0.11,0,0.05,0,0,0,0.11,0.71,1.25,1.03,0.05,0,0.05,0,0.11,0.27,0.22,0,0,0.05,0,0,2.17,1.03,0.76,1.36,0.05,1.09,2.07,52.6,0.98,1.47,0.49,1.58,1.3,0,53.1,3.04,14.7,32.3,6.63,0.87,0.71,0.43,61.5,0.22,30.8,26.4,123.3,0.38,0.49,0.05,0.54,0.33,28.1,0.22,0.33,0,0,2.07,1.63,0.05,0,0.11,0,6.96,1.85,1.36,57.6,0
7,25,4,0.9,0,0,0,0,0,0,0,0,0,70.7,182.2,7.78,58.3,25.6,82.6,3.33,5.56,60,0,0,0,2.22,0,4.44,2.22,2.22,0,0,0,0,0,0,0,0,0,2.22,1.11,0,0,0,1.11,0,0,0,0,0,0,0,0,7.78,3.33,2.22,5.56,0,3.33,4.44,75,1.11,3.33,1.11,1.11,1.11,0,61.1,2.22,25.6,28.9,8.89,0,1.11,1.11,100,0,0,22.2,157.8,2.22,1.11,0,0,1.11,21.1,0,1.11,0,0,0,1.11,0,0,0,0,12.2,0,3.33,0,0
