"value","age","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedCmp","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkOut","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
10,27,13.1,1,1.22,0.61,50,0.06,0.13,12.9,0,0,0,82.8,1204.2,477.5,15.8,88.8,29.4,90.8,9.47,14.4,65.6,0.08,0.38,4.96,0.31,0,5.27,66.6,64.4,2.06,1.91,0,1.45,0,0.15,0,0,0,0,0.15,0.46,0.99,0.69,0,0,0.23,0,0.08,0.15,0.15,0,0,0,0,0,3.74,1.98,2.14,1.45,0.15,2.21,3.05,72.5,0.84,1.91,0.99,0.92,2.06,5.8,3.44,0.08,80.4,5.95,37,39.3,5.11,1.76,0.46,0.23,50,0.15,33.3,47.6,297.6,155.3,1.22,1.53,0.08,0.46,0.15,49.5,0.38,0.15,0,0,0.69,1.45,0,0,0,0,0,7.86,3.51,1.37,71.9,0.0763358778625954
30,22,2.6,0,0.38,0.38,100,0,0,12.4,0,0,0,78.1,1030.4,298.8,11.9,77.5,29.2,86.4,6.92,11.2,62.1,0,0.38,3.08,0.38,0,3.85,61.5,60.8,0.77,0,0,0.38,0,0.77,0,0,0,0,0,0.38,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,2.31,2.31,1.54,0.77,0,0.38,0.38,100,0,1.54,1.54,0,0.77,3.08,4.62,0.38,72.7,8.08,40,31.5,1.15,0.38,0.77,0.38,50,0.38,50,38.8,153.5,75.4,0.38,0.38,0,0.38,0.38,43.8,0.77,0,0,0,0.38,0.38,0,0,0,0,0,4.23,5.38,1.54,77.8,0
8,23,1.5,0,0.67,0,0,0,0,13.8,0,0,0,93.8,922,279.3,18.7,100,27.3,93.2,3.33,4,83.3,0,0.67,1.33,0,0,2,54,53.3,0.67,0.67,0,0,0,0,0,0,0,0,0,0.67,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0.67,0,0,0,0,0,0,0.67,0.67,0,0.67,1.33,2.67,0,60.7,6.67,32.7,26,2.67,1.33,0,0,0,0,0,37.3,172,72.7,0.67,0.67,0,0.67,0,49.3,0,0.67,0,0,1.33,0,0,0,0,0,0,4.67,2,1.33,60,0
3,23,1,0,0,0,0,0,0,0,0,0,0,91.8,953,330,25,92.6,24,92.3,6,7,85.7,0,0,1,0,0,6,61,56,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,0,1,0,0,0,3,6,3,0,71,6,36,33,2,0,0,0,0,0,0,42,247,99,1,1,0,1,1,46,2,0,0,0,1,1,0,0,0,0,0,6,0,3,0,0
8,32,15.1,0,0.53,0.13,25,0,0,23,0.07,0,0,81.3,1320.3,445.6,34.8,91.3,27.1,83.8,9.34,15.2,61.6,0.4,2.78,7.35,2.58,0.79,7.95,88.6,72.5,15.8,3.71,0.07,1.72,5.36,10,2.05,0.86,0.99,0,0.33,1.06,4.77,3.38,1.19,0.07,0,0.07,0.07,0.86,0.73,0.07,0,0,0,0.07,1.66,0.99,0.86,0.66,0.13,0.99,1.66,60,0.66,0.99,0.2,0.79,0.99,2.65,1.32,0.07,95.7,2.19,19.8,48.7,27.8,0.46,0.6,0.2,33.3,0.33,55.6,56.3,242.3,152.6,2.91,3.11,0.07,0.46,0.4,63.3,4.9,0.13,0,0,0.93,1.66,0,5.36,0,0,0,7.48,0.66,1.13,37,0
5,25,13.6,0,0.07,0,0,0,0,7.7,0,0,0,87.2,889.7,284.8,11,92,22.4,92.7,7.43,10.3,72.1,0,0,1.84,0,0,2.28,47.1,44.9,2.06,1.91,0,0.81,0,0.15,0,0,0,0,0.07,0.37,0.51,0.37,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0.96,0.59,0.59,0.29,0.07,0.44,0.96,46.2,0.51,1.69,0.96,0.74,1.25,2.21,4.34,0,57.1,7.06,31.8,25.1,0.37,0.07,0.07,0,0,0.07,100,33.3,152.7,75.4,0.22,0.07,0.07,0.44,0.07,35.6,0,0.15,0,0,0.88,0.59,0,0,0,0,0,4.63,1.4,1.32,51.4,0
4,26,23,0,0.48,0.17,36.4,0,0,9.7,0,0,0,82.1,700,294.8,15.2,89.3,19.1,87.8,3.3,6.52,50.7,0.04,0.13,2.83,0.09,0,3,46.7,44.1,2.3,1.35,0,0.17,0.04,0.91,0,0,0,0,0.22,0.39,0.57,0.39,0,0.04,0.13,0,0,0.09,0,0,0,0.09,0,0,1.22,0.7,0.78,0.43,0,0.52,0.91,57.1,0.39,1.26,0.74,0.52,1.57,2.78,3,0.09,55.6,7.13,28.5,25.8,1.78,0.87,0.22,0.17,80,0,0,38.7,230.2,127.5,0.48,0.3,0,0.35,0.13,34.9,0.26,0.17,0,0,0.57,0.7,0,0.04,0,0.04,0,4.96,1.87,1.35,58.1,0
18,26,5.9,1,0.34,0.17,50,0.5,1,9.1,0,0,0,86.4,921.4,309.2,46.3,91.9,16.3,88.1,3.39,5.25,64.5,0,1.69,5.76,1.19,0.34,5.25,79.5,65.6,13.7,1.69,0,0.34,1.19,12,0,0,0,0,0.17,1.69,2.71,2.37,0.17,0,0,0,0.17,0.34,0.34,0,0,0,0,0,2.71,1.53,0.85,1.19,0.68,1.36,2.71,50,1.36,1.02,0.34,0.68,1.02,3.73,2.37,0,92.2,3.05,22.2,45.6,25.3,1.69,1.53,0.51,33.3,0.51,33.3,56.6,278.3,183.1,4.75,3.56,0.17,1.53,2.37,58.5,4.07,0.17,0,0,1.02,1.69,0,1.19,0,0,0,6.44,0.68,0.85,44.4,0.169491525423729
8,26,0.6,0,0,0,0,0,0,0,0,0,0,73.3,653.3,113.3,13.3,80,18.3,68.8,3.33,5,66.7,0,1.67,5,0,0,3.33,50,33.3,16.7,0,0,0,3.33,16.7,0,0,0,0,0,0,6.67,5,0,1.67,0,0,0,1.67,1.67,0,0,0,0,0,6.67,1.67,1.67,3.33,1.67,3.33,5,66.7,1.67,8.33,1.67,6.67,3.33,10,8.33,0,83.3,5,28.3,31.7,23.3,1.67,1.67,1.67,100,0,0,31.7,138.3,43.3,3.33,1.67,1.67,5,0,23.3,6.67,0,0,0,6.67,1.67,0,3.33,0,0,0,8.33,1.67,0,100,0
4,33,11,1,0.27,0.09,33.3,0.33,1,14.5,0,0,0,82.9,686.8,241.1,19.3,91,17.5,84.3,3,4.82,62.3,0.18,1.18,2.09,1.09,0.64,3.55,49.4,41.6,7.64,0.27,0.09,0.09,1.91,7.36,0,0,0,0,0.09,0.82,2.55,2,0.36,0,0,0.09,0.09,0.36,0.27,0,0,0,0.09,0,2.82,1.45,1.36,0.64,0.82,1.82,2.18,83.3,0.36,1.55,0.27,1.27,0.82,3.64,1.55,0,58.7,2.91,16.9,27.4,14.7,1.55,1.45,0.45,31.3,0.55,37.5,29.2,108,54.9,0.64,0.91,0.18,0.73,0.45,36.4,5.82,0.18,0,0,1.09,1.09,0.27,1.91,0,0,0,4.45,0.45,0.82,35.7,0.0909090909090909
6,23,4.2,0,0.24,0,0,0,0,22,0,0,0,85,679.8,253.8,13.3,91.8,19,87,3.57,5.24,68.2,0,0,1.67,0,0,1.67,42.9,41,1.9,1.9,0.24,0.48,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.67,1.43,0.48,0,1.67,2.86,58.3,1.19,1.19,0.48,0.71,1.43,3.33,3.81,0.48,52.9,5,28.1,23.3,2.14,0,0,0,0,0,0,30.7,113.1,69.3,0.24,0,0,0.71,0.48,33.8,0.24,0,0,0,0.48,0.48,0,0,0,0,0,4.76,2.14,1.43,60,0
3,31,6.7,0,0.6,0,0,0,0,27.6,0,0,0,81.5,804.2,297.9,19.3,86.6,20,85.4,5.07,7.91,64.2,0,0.75,4.93,0.9,0.6,5.82,54.9,46.6,8.36,0.6,0,0.6,2.24,7.76,0,0,0,0,0,0,1.64,1.49,0,0,0,0.15,0,0.15,0.15,0,0,0,0,0,1.19,0.9,0.3,0.45,0.45,1.04,1.34,77.8,0.3,0.75,0.3,0.45,0.45,1.64,1.64,0,62.8,2.69,16.9,35.5,10.7,0.3,0.75,0.3,40,0.3,40,33.9,139,66,0.9,0.6,0,0.75,0.75,40.7,3.13,0,0,0,0.3,0.9,0,2.24,0,0,0,3.58,1.19,1.19,50,0
7,21,7,1,0.29,0.14,50,0.5,1,7.8,0,0,0,84.1,719.3,223.7,19.9,90.3,19,92.4,3.14,6.14,51.2,0,0,2,0,0,2.71,51.3,49.1,2.14,1.71,0,0.14,0,0.43,0,0,0,0,0,0.57,0.29,0.29,0,0,0,0,0,0.14,0.14,0,0,0,0,0,0.57,0.29,0.14,0.14,0.29,0.29,0.71,40,0.43,1.29,0.43,0.86,1.14,1.71,3.14,0,60.4,8.14,31.6,27,2.14,0.29,1.71,0.71,41.7,0.71,41.7,45.7,221,107,0.14,0.71,0,0.29,0.29,42.3,0.14,0,0,0,0.43,0.71,0,0,0,0,0,3.86,1.86,1,65,0.142857142857143
10,23,17.5,1,0.69,0.34,50,0.08,0.17,18.9,0,0,0,85.1,1008.3,377.9,18.6,92.4,24.2,90,7.14,11.1,64.1,0,0.4,4.06,0.34,0.17,4,60.1,53.6,6.4,1.77,0,1.71,0.86,4.4,0,0,0,0,0.06,0.51,1.2,0.97,0.11,0,0.06,0,0.06,0.06,0.06,0,0,0,0,0,2.29,1.14,1.66,0.57,0.06,1.31,1.6,82.1,0.29,1.37,0.69,0.69,0.91,3.2,3.94,0.06,71.2,7.03,31.8,32.5,7.14,0.97,0.29,0.11,40,0.17,60,40.6,210.4,124.7,0.91,0.91,0,0.51,0.46,45.8,1.31,0.17,0.06,0,0.86,0.17,0,0.86,0,0,0,4.63,1.09,0.51,67.9,0.0571428571428571
22,25,14.6,1,0.48,0.14,28.6,0.14,0.5,10.3,0,0,0,91.5,905.7,319.2,21.2,92.8,24.2,94.4,4.59,5.75,79.8,0.07,0.27,1.64,0.07,0,2.74,57,53.3,3.7,3.49,0.14,0.41,0,0.07,0,0,0,0,0,0.14,0.55,0.41,0.07,0,0.07,0,0,0.14,0.07,0,0,0.07,0,0,2.05,0.96,1.23,0.82,0,1.03,1.37,75,0.34,0.96,0.55,0.41,0.75,2.81,2.95,0,65.3,8.97,32.1,32.4,1.44,0.82,0.07,0,0,0.07,100,37.8,231.6,129.5,0.55,0.07,0,0.27,0.07,41.5,0.14,0.27,0,0,0.75,0.34,0,0,0,0,0,5.82,1.78,1.3,57.8,0.0684931506849315
5,30,12.6,1,0.4,0.16,40,0.2,0.5,14.8,0,0,0,86.3,901.8,348.9,13.1,88.2,25.2,93.3,5.87,8.57,68.5,0,0.08,3.1,0,0,1.98,51.7,48.4,3.1,1.67,0,0.24,0,0.48,0,0,0,0,0.24,0.4,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.71,1.19,0.24,0,0.71,0.95,75,0.24,0.32,0.32,0,1.11,2.54,3.57,0.16,60.3,9.84,34,25.4,1.11,0.63,0.08,0.08,100,0,0,31.7,150.9,73.9,0.08,0.16,0,0.24,0.16,37.6,0,0.16,0,0,0.79,0.48,0,0,0,0,0,5,1.75,0.79,68.8,0.0793650793650794
4.5,28,13.3,2,0.83,0.23,27.3,0.18,0.67,20,0,0,0,74.6,542,178.5,16.5,90.2,12.3,76.2,2.93,5.94,49.4,0.15,1.95,2.03,1.2,0.68,2.86,43.8,34,9.7,0.6,0.08,0.23,4.44,7.97,1.13,0,1.05,0,0.15,1.5,3.68,2.71,0.6,0.23,0,0.08,0.08,0.53,0.38,0,0.15,0,0,0,1.5,0.68,1.05,0.23,0.23,0.68,1.58,42.9,0.9,0.38,0.15,0.23,0.45,1.95,1.58,0.08,54.2,2.56,15.8,20.2,18.9,1.8,3.83,1.8,47.1,1.58,41.2,28.9,199.2,107.1,3.31,2.56,0.6,2.26,1.43,30.5,5.34,0.15,0,0,1.13,0.6,0.38,4.44,0,0,0,6.17,0.53,0.38,58.3,0.150375939849624
5,30,8.9,0,0.11,0,0,0,0,22.8,0,0,0,87.8,1138,344.5,18.9,91.8,23.5,93.3,11,15.2,72.6,0,0,1.46,0.22,0,1.69,63.7,57.8,5.84,2.92,0,1.35,0,0,0,0,0,0,0.11,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0.79,0.79,0.22,0.22,0.79,1.01,77.8,0.22,1.57,1.35,0.22,0.56,1.8,2.92,0.11,71.9,14.9,45.1,26.7,0.56,0,0.22,0.11,50,0.11,50,37.5,167.8,63.5,0,0,0,0.34,0,46.3,0.11,0,0,0,0.22,0.11,0,0,0,0,0,6.74,0.34,1.35,20,0
25,23,13.3,0,0.53,0.08,14.3,0,0,16.3,0.08,0,0,85.9,734.7,221.1,10.7,89.3,22,92.4,3.68,5.49,67.1,0.15,0.3,1.2,0,0,2.03,42.8,41.6,1.2,1.05,0,0,0.08,0.15,0,0,0,0,0,0.53,0.6,0.45,0,0,0,0.08,0.08,0.08,0.08,0,0,0,0,0,2.03,1.05,1.05,0.75,0.23,0.6,0.9,66.7,0.3,0.83,0.45,0.38,1.28,3.31,3.76,0,53.8,5.34,27.2,25,2.48,0.53,0.38,0.15,40,0.15,40,24.3,125.6,57,0.38,0.45,0,0.9,0.45,27.4,0,0.3,0,0,1.73,0.15,0,0.08,0,0,0,6.69,2.48,2.26,52.4,0
25,23,18.6,1,0.54,0.11,20,0.1,0.5,9.8,0,0,0,86.9,1010.9,339.8,18.6,91.3,29.7,92.3,4.57,7.58,60.3,0,0.22,3.49,0.11,0.05,4.09,61.3,56.2,5.05,1.77,0.11,0,0.59,3.01,0,0,0,0,0.05,0.38,0.7,0.48,0.05,0,0.11,0,0.05,0,0,0,0,0,0,0,1.88,1.18,0.97,0.81,0.11,0.7,1.02,68.4,0.32,1.67,0.75,0.91,1.51,3.39,1.99,0.05,71.1,5.05,33.6,33.7,4.57,0.7,0.43,0.22,50,0.16,37.5,41.7,243.9,132.6,1.4,0.7,0,0.65,0.11,46.6,0.97,0.11,0,0,0.81,0.7,0,0.59,0,0.05,0,5.81,1.02,0.91,52.8,0.053763440860215
6,33,16.1,1,0.81,0.25,30.8,0.08,0.25,11.9,0,0,0,77.7,737.5,274.2,16.4,89.2,17.7,84.6,4.66,9.38,49.7,0.06,0.87,4.1,0.43,0.12,4.29,50.4,48.4,1.8,0.68,0.12,0.43,0.75,1.06,0,0,0,0,0.19,0.75,1.68,1.43,0,0.06,0.12,0,0.06,0.37,0.31,0,0,0.06,0,0,1.93,1.3,1.18,0.75,0,1.12,1.86,60,0.75,1.37,0.68,0.68,2.36,4.29,2.86,0,61.7,5.4,26.8,27.1,8.32,1.3,0.37,0.06,16.7,0.31,83.3,32,133.8,64.3,0.75,1.43,0,0.62,0.12,37.4,1.37,0.19,0,0,0.68,0.62,0.06,0.75,0,0,0,7.58,1.24,0.93,57.1,0.062111801242236
3.5,31,15.3,0,0.39,0.13,33.3,0,0,25.2,0.07,0,0,82.6,880.6,305.5,20.8,91.4,22.3,89,4.51,8.89,50.7,0,0.78,4.12,0.65,0.33,4.58,58.8,54.9,3.79,1.9,0,0.78,2.35,0.98,0.59,0.39,0.2,0,0.13,0.72,1.96,1.7,0.2,0,0.07,0,0,0,0,0,0,0,0,0,2.16,1.24,1.18,0.59,0.39,1.05,1.37,76.2,0.33,1.18,0.65,0.52,1.37,3.53,2.29,0,67.8,4.58,26.3,32.9,9.02,0.39,0.46,0.2,42.9,0.26,57.1,38.3,195,107.9,1.31,1.7,0.2,0.33,0.26,44.4,0.98,0,0,0,1.05,0.46,0,2.35,0,0,0,5.82,1.18,1.37,46.2,0
7,28,6.1,0,0.16,0,0,0,0,11,0,0,0,77.9,645.4,189.5,15.2,89.4,16.9,85.1,3.61,6.72,53.7,0,0.82,1.48,1.15,0.16,2.62,46.1,37,8.85,0.16,0.33,0.16,1.97,8.69,0,0,0,0,0.16,0.98,2.13,1.64,0.49,0,0,0,0,0,0,0,0,0,0,0,2.95,1.8,1.64,0.98,0.33,1.97,2.46,80,0.49,0,0,0,0.98,3.93,2.13,0.16,54.8,4.1,20,22.5,13,0.98,0.98,0,0,0.82,83.3,27.9,127.9,59.7,1.8,0.82,0.33,1.64,0.49,31.1,4.1,0,0,0,0.33,0,0.16,1.97,0,0,0,5.74,0.66,0.16,80,0
8,30,11.9,3,0.84,0.42,50,0.3,0.6,10.3,0,0,0,83.7,721.1,193,22.9,89.5,19.2,85.1,2.27,3.61,62.8,0.08,0.42,2.94,0.5,0.17,3.7,54.1,50.1,3.95,0.92,0.08,0.25,1.09,3.03,0,0,0,0,0.08,1.01,1.26,1.09,0,0.08,0.08,0,0,0.25,0.08,0,0.08,0.08,0,0,2.61,1.85,1.43,0.76,0.42,1.09,1.34,81.3,0.25,1.01,0.08,0.92,1.85,4.45,1.18,0,63.2,2.61,16.5,32.4,15.1,1.6,0.59,0.25,42.9,0.34,57.1,44.1,239.7,137.1,2.1,1.34,0.17,0.92,0.25,39.1,3.95,0.08,0,0,2.02,0.42,0.17,1.09,0,0,0,7.73,0.76,1.6,32.1,0.252100840336134
3.5,34,7.4,0,0,0,0,0,0,0,0,0,0,86.5,1081.9,378.5,14.2,88.2,26.2,94.2,9.32,13.4,69.7,0,0,4.32,0.14,0,4.19,58,56.8,1.22,1.08,0,0.27,0.14,0.14,0,0,0,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0.54,0.68,0.41,0,0.54,0.81,66.7,0.27,1.08,0.81,0.27,0.95,2.03,2.57,0.14,64.5,6.76,33.6,30,1.08,0.14,0,0,0,0,0,37.4,153,89.1,0,0.14,0,0.14,0,44.5,0,0.54,0,0,0.95,0.14,0,0.14,0,0,0,5.41,1.76,0.68,72.2,0
8,31,12.1,1,0.74,0.17,22.2,0.11,0.5,10.2,0,0,0,88.2,823.4,239.8,15.4,91.6,26.9,93.9,2.64,4.79,55.2,0,0,2.15,0,0,2.73,51.7,50.7,0.99,0.91,0.08,0,0,0.08,0,0,0,0,0,0.25,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0.66,0.91,0.33,0,0.5,0.58,85.7,0.08,0.5,0.33,0.17,2.15,3.39,3.39,0,61.2,5.79,31.2,28.9,1.16,0.91,0.08,0.08,100,0,0,34.1,166.4,100.3,0.5,0,0,0.17,0.25,39,0,0.08,0,0,0.58,0.5,0,0,0,0.08,0,4.55,3.06,1.49,67.3,0.0826446280991736
14,26,13.6,4,0.88,0.51,58.3,0.33,0.57,13.5,0,0,0,72.5,739.5,343.8,19.9,85.8,17.8,81.5,3.6,9.56,37.7,0.07,0.96,3.75,1.1,0.22,5.22,58.4,48.2,10.1,0.74,0.22,0.29,1.99,9.34,0,0,0,0,0.15,1.84,1.76,1.47,0.15,0.07,0,0.07,0,0.15,0.15,0,0,0,0,0,3.01,1.84,1.62,1.03,0.37,1.54,2.28,67.7,0.74,1.69,0.51,1.18,1.69,4.71,2.94,0,71,4.63,28.2,31.6,12.1,1.25,0.81,0.15,18.2,0.59,72.7,32.5,166.3,87.4,1.4,1.47,0.15,1.47,0.44,40.1,2.21,0.07,0,0,1.32,0.74,0.07,1.99,0,0,0,4.85,0.96,0.88,52,0.294117647058824
60,26,18.3,2,1.91,0.33,17.1,0.03,0.17,23.7,0.22,0.05,0.05,77.6,689.2,232.1,17.8,88.6,16.6,81.5,3.99,6.99,57,0.16,1.48,2.9,0.93,0.38,3.66,50.5,39.7,10.8,1.53,0.05,0.93,2.84,8.63,0.66,0,0.55,0,0.05,1.15,3.01,1.69,0.66,0.05,0.22,0.33,0.05,0.38,0.27,0.11,0,0,0,0,1.8,1.04,1.09,0.66,0.05,0.93,1.2,77.3,0.27,1.31,0.33,0.98,0.55,2.35,0.98,0.05,61.8,2.3,15.4,30.5,16.8,2.35,2.57,0.66,25.5,1.26,48.9,33.4,248.9,146.3,3.83,2.46,0.71,1.53,0.6,36,4.21,0.27,0,0,0.77,2.24,0,2.84,0,0,0.05,6.28,1.15,0.55,67.7,0.109289617486339
4,23,20.2,0,0.3,0,0,0,0,22.4,0,0,0,70.4,507.8,249.7,16.1,83.8,12.4,72.9,1.98,5.79,34.2,0,0.59,2.03,0.5,0.25,3.56,44.3,33.1,11,0.59,0.05,0.25,2.08,10.4,0,0,0,0,0.15,1.09,1.19,0.89,0.1,0.05,0,0.15,0,0.05,0,0,0,0,0.05,0,2.77,1.73,1.78,0.74,0.25,1.09,1.93,56.4,0.84,1.53,0.15,1.39,1.53,4.31,2.82,0,56,3.42,20.4,23.3,13,0.5,0.94,0.45,47.4,0.35,36.8,24,132,78.3,1.53,1.04,0.15,1.53,0.45,24.2,3.07,0.15,0,0,0.64,1.04,0.05,2.08,0.05,0.05,0,5.99,1.58,1.53,50.8,0
10,29,2.6,1,1.15,0.77,66.7,0.33,0.5,12.4,0,0,0,89.7,1054.2,367.7,21.9,91.9,34.6,90.9,2.69,4.23,63.6,0,0,3.85,0,0,2.69,66.9,62.7,4.23,3.85,0,0.38,0,0.38,0,0,0,0,0,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,3.46,1.54,1.54,1.92,0,2.69,2.69,100,0,0.77,0.38,0.38,0.77,4.23,3.46,0,79.6,9.62,35.4,41.2,3.46,1.15,0,0,0,0,0,46.2,231.9,126.2,0.38,0.38,0,1.15,0,54.2,0.38,0.38,0,0,1.54,1.15,0,0,0,0,0,4.62,2.69,2.69,50,0.384615384615385
8,26,11,0,0.36,0.09,25,0,0,14.7,0,0,0,76,648.4,274.4,21.7,88.2,14.9,80,3.09,6.55,47.2,0,1.18,2.91,1.27,0.27,3.73,54.3,43.2,10.9,0.91,0,0.18,2.18,10,0,0,0,0,0.18,0.91,2.64,2.09,0.27,0,0.09,0.09,0.09,0.18,0.18,0,0,0,0,0,3.09,1.45,1.55,1.36,0.18,1.91,2.45,77.8,0.55,2,0.45,1.55,1.09,4.18,2.55,0.09,65.5,2.73,21.9,27.8,16.7,1.36,0.64,0.18,28.6,0.45,71.4,30.3,154.5,85.8,2.09,1.64,0.45,1.09,1,35.4,5.18,0.45,0,0,1.55,0.45,0.09,2.18,0,0,0,5.82,0.73,0.64,53.3,0
70,23,15.5,0,0.52,0.19,37.5,0,0,19.6,0,0,0,87.8,996.6,277.9,32.9,92.6,25,90.9,3.48,5.23,66.7,0.13,1.81,5.29,1.23,0,6,71.2,62.6,8.26,0.9,0,0.52,0.52,7.35,0,0,0,0,0.39,0.77,3.55,3.23,0,0.13,0.06,0.06,0.06,0.26,0.26,0,0,0,0,0,1.87,1.29,1.1,0.52,0.26,0.77,1.35,57.1,0.58,1.1,0.26,0.84,1.03,2.9,0.84,0.19,83.3,2.32,21.4,40.4,23.4,2.9,5.61,2.58,46,2.39,42.5,55.4,346.5,200.5,4.97,2.71,1.29,2.45,1.16,56.4,5.81,0,0,0,0.26,1.29,0.13,0.52,0,0,0,8.77,0.19,0.26,42.9,0
6,25,16.3,1,0.55,0.12,22.2,0.11,0.5,11.9,0,0,0,78.4,844,307.2,13.2,83.7,22.6,87,5.95,10.4,57.1,0.06,0.12,3.07,0.43,0.18,3.31,53.7,51.4,2.09,1.41,0,0.55,0.74,0.67,0,0,0,0,0.25,0.18,0.74,0.61,0,0,0.06,0.06,0,0.12,0.12,0,0,0,0,0,2.15,1.23,1.29,0.8,0.06,1.04,1.53,68,0.49,1.04,0.49,0.55,1.35,3.5,4.11,0.06,64.7,5.83,29.9,32.1,2.88,0.86,0.12,0.06,50,0,0,34,167.3,82.8,0.61,0.37,0,0.49,0.18,39.3,0.12,0.43,0,0,0.98,0.43,0.12,0.74,0,0.06,0,6.07,2.52,1.1,69.5,0.0613496932515337
7.5,26,4,0,0.5,0.25,50,0,0,12.4,0,0,0,63.5,608.5,296.5,12.3,73.1,13.3,70.7,4.75,11.5,41.3,0.25,0.25,3.75,0.75,0,3,48,47,0.75,0.75,0,0.25,0.5,0,0,0,0,0,0.25,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,1,0,0,0.5,1.5,33.3,1,1,0.75,0.25,1.75,2.75,4.25,0.25,60.3,7,31.3,27,2.5,1.25,0.25,0.25,100,0,0,27.5,144.3,74.8,0.25,0.25,0,1,0.75,27.3,0,0,0,0,0.75,0,0,0.5,0,0,0,8.5,3.5,3,53.8,0
7,26,11.8,1,0.51,0.17,33.3,0.17,0.5,16.5,0,0,0,73.7,843,360.2,12,81.6,18.1,80.1,7.97,13.3,59.9,0.08,1.1,4.92,0.93,0.51,3.98,52.8,46.9,5.76,1.1,0,1.27,2.37,3.81,0.85,0.51,0.34,0,0.08,1.19,2.46,1.44,0.68,0.08,0.17,0.08,0,0.25,0.17,0,0,0.08,0,0,2.71,1.44,1.69,0.85,0.17,1.19,1.44,82.4,0.25,0.76,0.34,0.42,2.8,5.51,2.29,0,63.6,4.24,23,33.1,8.31,0.68,0.68,0.25,37.5,0.34,50,33.2,152.7,73,0.68,0.25,0.08,0.42,0.25,33.5,1.61,0,0,0,0.59,0.34,0,2.37,0,0,0,7.29,0.93,1.95,32.4,0.0847457627118644
10,22,21.9,2,0.55,0.27,50,0.17,0.33,8.8,0,0,0,86.5,922.1,344.7,16.8,90.9,24.1,93,5.66,8.86,63.9,0.05,0.23,3.06,0.14,0,3.97,54.9,50.8,4.06,1.87,0.05,0.59,0,0.41,0,0,0,0,0.09,0.46,0.23,0.14,0,0,0.09,0,0,0.05,0,0,0,0.05,0,0,1.69,1.14,1.42,0.27,0,0.82,1.51,54.5,0.68,1.55,0.78,0.78,1.6,3.29,3.74,0.14,65.5,10.1,34.7,29.1,1.92,0.91,0.23,0.09,40,0.14,60,43.9,224.2,122.6,0.46,0.27,0.05,0.64,0.14,39.3,0.18,0.09,0,0,0.59,0.37,0.05,0,0,0,0,5.84,2.74,1.92,58.8,0.091324200913242
8,26,2.5,2,0.8,0.8,100,1,1,18.9,0,0,0,73.6,548,168.4,18,86.5,14,74.5,2.4,4.4,54.5,0,0,2.4,1.2,0.4,2.4,48.4,38.8,9.6,0.4,0,0,2.4,9.2,0,0,0,0,0,2.8,0.8,0.8,0,0,0,0,0,0.4,0.4,0,0,0,0,0,2,1.2,1.2,0.8,0,1.6,2,80,0.4,2,0.4,1.6,1.2,3.2,1.2,0,58,2,16,27.6,16,1.6,1.6,0.4,25,0.4,25,28.8,186,82.4,3.2,2.8,0.8,0.8,1.2,31.2,4.4,0,0,0,1.6,0.8,0,2.4,0,0,0,5.6,0.8,2.4,25,0.8
